"reference_id","category","equipment","parameter","state","value_min","value_max","unit","reference_type","source_organization","source_document","publication_year","page","source_url","applicability","calculation_note","confidence"
"TARIFF_GENERAL_A_I_HV_A_II_ALL_SPRING_AUTUMN","tariff","general_electricity","energy_rate","all","94.3","94.3","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_A_II_ALL_WINTER","tariff","general_electricity","energy_rate","all","125","125","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_B_I_BASIC","tariff","general_electricity","basic_rate","monthly","7170","7170","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_B_I_ALL_SUMMER","tariff","general_electricity","energy_rate","all","140.5","140.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_B_I_ALL_SPRING_AUTUMN","tariff","general_electricity","energy_rate","all","97.5","97.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_B_I_ALL_WINTER","tariff","general_electricity","energy_rate","all","127.3","127.3","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_B_II_BASIC","tariff","general_electricity","basic_rate","monthly","8230","8230","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_B_II_ALL_SUMMER","tariff","general_electricity","energy_rate","all","135.2","135.2","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_B_II_ALL_SPRING_AUTUMN","tariff","general_electricity","energy_rate","all","92.2","92.2","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_B_II_ALL_WINTER","tariff","general_electricity","energy_rate","all","122","122","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_BASIC","tariff","general_electricity","basic_rate","monthly","7170","7170","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","89.4","89.4","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_OFF_PEAK_SPRING_AUTUMN","tariff","general_electricity","energy_rate","off_peak","89.4","89.4","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_OFF_PEAK_WINTER","tariff","general_electricity","energy_rate","off_peak","98.1","98.1","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_MID_LOAD_SUMMER","tariff","general_electricity","energy_rate","mid_load","140.6","140.6","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_MID_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","mid_load","96.8","96.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_MID_LOAD_WINTER","tariff","general_electricity","energy_rate","mid_load","128.5","128.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_PEAK_LOAD_SUMMER","tariff","general_electricity","energy_rate","peak_load","163.1","163.1","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_PEAK_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","peak_load","108.1","108.1","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_I_PEAK_LOAD_WINTER","tariff","general_electricity","energy_rate","peak_load","143.3","143.3","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_BASIC","tariff","general_electricity","basic_rate","monthly","8230","8230","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","84.1","84.1","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_OFF_PEAK_SPRING_AUTUMN","tariff","general_electricity","energy_rate","off_peak","84.1","84.1","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_OFF_PEAK_WINTER","tariff","general_electricity","energy_rate","off_peak","92.8","92.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_MID_LOAD_SUMMER","tariff","general_electricity","energy_rate","mid_load","135.3","135.3","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_MID_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","mid_load","91.5","91.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_MID_LOAD_WINTER","tariff","general_electricity","energy_rate","mid_load","123.2","123.2","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_PEAK_LOAD_SUMMER","tariff","general_electricity","energy_rate","peak_load","157.8","157.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_PEAK_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","peak_load","102.8","102.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_II_PEAK_LOAD_WINTER","tariff","general_electricity","energy_rate","peak_load","138","138","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_BASIC","tariff","general_electricity","basic_rate","monthly","7170","7170","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
